日期,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96
2022-09-25,58.89974212646484,51.03788375854492,43.62585258483887,51.92699432373047,44.71780967712402,44.08097267150879,50.10579490661621,45.5798397064209,49.69404220581055,47.20641326904297,48.28854370117188,44.68571853637695,43.26508712768555,46.89765167236328,46.53631401062012,46.14128684997559,49.83829116821289,50.15850639343261,52.4929895401001,49.45937728881836,51.60240173339844,52.43716716766357,52.4246768951416,55.85098457336426,55.49119186401367,72.11340713500977,63.8664493560791,64.85983848571777,63.46309471130371,80.07382869720459,71.70135426521301,89.09093689918518,72.99415010213852,95.13791432976723,78.80428399145603,78.22065132111311,77.49084801226854,103.2394874840975,80.22896403819323,81.74581552296877,87.53054177761078,77.50366048514843,84.99270974844694,82.77422492206097,78.81673423200846,90.27166956663132,83.68261033296585,98.27532017230988,106.0282568186521,90.89674271643162,88.07488514482975,88.21491396427155,92.31319686770439,75.70994195342064,77.3601525425911,71.56284275650978,82.83767101168633,76.35076561570168,78.10015884041786,92.85078772902489,76.04151755571365,89.21399253606796,80.16589665412903,79.21408674120903,81.0382189154625,77.69089330732822,90.70657448470592,85.6987244784832,85.56926611065865,89.70769613981247,108.9550985097885,99.59471261501312,97.43862795829773,118.9291315078735,111.5385284423828,130.2788591384888,133.0820274353027,146.032564163208,142.7532768249512,166.5258045196533,155.5353174209595,141.4663295745849,173.6032400131226,169.5921621322632,180.595588684082,170.0531387329101,128.825704574585,147.6258201599121,107.7224025726319,99.18064880371094,89.34801483154297,78.78176116943357,67.28667068481442,50.03639602661136,56.42917251586918,48.37216567993164
2022-09-26,85.3471,78.49430000000001,76.0263,64.29679999999999,65.8955,67.069,56.875400000000006,50.759,53.5739,58.0425,52.7493,64.5517,58.01489999999999,58.0098,56.9209,55.3821,54.1997,54.3203,61.98329999999999,46.9359,50.3256,52.4489,55.5555,64.3342,70.351,75.96600000000001,85.99849999999999,84.8334,88.06589999999998,88.1007,84.991,77.6333,88.5928,87.09740000000001,94.6475,83.7292,81.4815,65.7474,71.0783,75.2634,68.8457,68.15230000000001,67.8011,70.2935,81.6027,73.6801,80.32860000000001,83.2492,83.30650000000001,86.8644,89.4749,84.8331,84.5996,74.8751,69.32239999999999,84.28819999999999,83.1106,69.81600000000002,76.9271,73.64,86.5294,76.47930000000001,78.7598,68.49980000000001,75.46419999999999,68.3574,69.1572,71.6498,71.4573,98.8835,71.76310000000001,86.70089999999999,86.9149,86.95570000000001,109.684,120.1884,130.72799999999998,160.5514,140.7178,153.1362,146.8329,148.47,154.08399999999995,168.2075,156.4442,176.7719,168.7229,164.48360000000002,146.5762,136.3566,121.8714,140.6066,112.1569,110.1256,98.9226,87.676
2022-09-27,80.1171,77.183,67.28620000000001,72.3459,65.7035,54.4755,50.229,55.67329999999999,47.406,49.8546,61.82450000000001,65.7512,61.986,57.2619,55.9468,48.9894,63.4682,53.4605,61.461,52.51039999999999,60.68480000000001,64.01700000000001,58.682,48.5485,55.293200000000006,79.72409999999999,83.4346,85.7154,89.24870000000001,95.3743,79.9008,98.0075,81.072,79.93379999999999,76.7526,68.1726,69.8445,66.8538,76.33449999999999,87.6291,82.4434,82.4006,71.61999999999999,74.31920000000001,74.19630000000001,76.50940000000001,73.41860000000001,81.87840000000001,91.4497,93.3369,70.9977,85.1617,90.0668,69.18199999999999,79.9528,81.5718,79.3,84.08,67.13749999999999,72.7172,75.22209999999998,73.7279,79.7666,91.4451,82.6276,76.356,80.8642,74.50959999999999,71.7182,89.4797,83.8065,95.9296,118.0662,113.9404,91.0292,141.0371,150.15200000000002,153.03230000000002,148.3562,155.0056,151.7147,137.35320000000002,154.84949999999998,163.0735,172.33780000000002,159.3445,133.0823,133.7162,135.72320000000002,125.6299,140.1193,114.7372,112.162,117.6827,114.9336,88.9018
2022-09-28,78.8941,83.6398,62.691100000000006,68.3465,69.08789999999999,68.06230000000001,68.7976,67.7968,70.7517,64.7055,60.67209999999999,71.2606,74.12249999999999,73.6488,63.3655,67.59989999999999,60.0734,64.8468,56.5353,62.749,57.5858,61.5598,68.2529,68.74170000000001,73.1159,85.038,87.1346,89.3407,116.0309,94.1267,104.2444,83.2892,94.6018,88.8799,75.7988,68.2394,72.4996,76.0999,73.0703,78.48610000000001,68.3007,63.5876,79.64030000000001,81.95049999999999,84.3286,75.09500000000001,71.40559999999999,87.19040000000001,93.85895,67.5258,90.5366,85.9442,86.24480000000001,76.5883,76.67920000000001,88.56670000000001,76.66510000000001,72.1367,68.41690000000001,94.7202,85.1935,80.7567,97.0604,86.465,84.1684,69.277,88.3369,76.6362,84.7881,97.3623,94.8088,97.5425,108.6144,116.29,123.9193,148.4994,125.8152,154.4567,158.3546,156.7953,163.94415,172.67735000000002,185.2139,161.34885,165.521725,185.7425,185.831275,152.55024999999998,147.8185,136.78459999999998,113.2766,113.6407,112.1806,126.2952,86.7827,88.6594
2022-09-29,85.8464,81.36970000000001,85.09570000000001,90.8,99.4106,79.2327,80.07390000000001,76.0852,68.37310000000001,67.6667,73.1498,69.9304,65.76060000000001,61.3986,60.71224285714285,57.47798571428571,70.76952857142857,67.90377142857142,74.35731428571428,66.21975714285715,75.8881,69.59475,65.7191,72.88239999999999,72.9431,80.7346,105.0252,83.9458,100.2692,99.0606,87.20909999999999,101.3157,82.0695,85.9989,75.49919999999999,71.3297,64.3991,66.0497,76.57910000000001,77.1795,80.0074,73.71549999999999,77.1383,70.8092,86.7106,80.0672,77.852,82.7746,87.5916,102.4547,97.6258,105.8505,79.6842,83.1723,87.74220000000001,87.12530000000001,88.4666,86.0683,79.7409,80.8776,76.7444,82.8073,73.20649999999999,88.0406,87.2036,81.4288,82.69040000000001,87.3997,79.2721,85.74210000000001,99.0116,87.94220000000001,86.869,113.9219,124.8784,134.0181,139.6785,138.9608,160.2965,169.0051,156.4209,157.0094,165.47639999999998,162.6859,182.5284,164.41129999999998,145.57760000000002,152.0951,184.4723,175.9842,136.0929,121.1199,116.8986,117.2029,137.25889999999998,112.026
2022-09-30,96.3042,89.295,89.7939,82.4626,77.8853,70.27279999999999,89.9959,67.0492,65.9736,74.3406,70.76110000000001,72.48495,59.435100000000006,58.1242,74.6126,61.4541,51.5925,63.12829999999999,53.4395,60.6986,57.8496,65.9342,63.206300000000006,60.7471,66.99100000000001,83.6109,95.6959,95.5677,98.4551,91.9536,99.3117,84.67739999999999,83.3152,87.5782,81.7304,74.67009999999999,72.76270000000001,71.9228,73.8742,74.3806,89.2654,76.4838,75.6486,82.16040000000001,85.14929999999998,93.6081,88.0932,84.7366,106.6887,97.2985,90.9863,97.4393,97.0899,96.344,90.0264,89.11030000000001,74.23939999999999,91.1393,98.5919,92.9038,84.4621,86.4397,81.1642,106.2187,87.1117,92.4597,75.1857,80.6314,88.59689999999999,92.4372,104.4911,95.7018,100.7408,109.4733,127.656,147.15900000000002,131.2494,158.8293,179.1607,167.18120000000002,155.1441,178.9677,176.2081,174.07690000000002,162.19349999999997,162.5744,152.7242,153.4181,142.1445,157.26,136.9259,152.09259999999998,128.0814,137.78500000000005,129.40460000000002,112.1803
2022-10-01,119.188,92.6868,87.18979999999999,70.3587,73.2541,73.8704,68.8946,73.31989999999999,65.42330000000001,63.17810000000001,57.5437,52.112,62.30729999999999,55.84909999999999,56.98,62.0202,55.4584,49.252300000000005,63.5476,59.2096,70.4979,70.4069,64.2383,66.75680000000001,68.233,81.54809999999999,84.05709999999999,72.07339999999999,91.1785111111111,84.01472222222223,94.61093333333334,94.76714444444444,101.19335555555556,94.50956666666669,106.54577777777776,88.85198888888888,95.3982,90.7543,91.1497,90.9078,79.2499,85.3993,72.6905,87.5415,90.7998,98.3501,103.1021,109.3624,105.6215,107.5756,104.0495,110.1971,110.5646,112.0666,107.5882,86.6093,97.7028,91.9483,85.7184,75.8851,78.2137,81.2544,79.4262,95.9467,83.5898,86.9501,94.2051,98.9968,85.7191,95.2061,102.6854,112.4417,115.5588,130.52179999999998,128.98819999999998,135.633,124.2643,125.5428,125.337,147.9938,151.1383,138.50209999999998,137.9055,137.9353,121.3551,128.76059999999998,120.2643,130.9798,122.5516,101.6929,109.3494,109.175,92.575,73.5255,85.48440000000001,72.77069999999999
2022-10-02,77.56960000000001,73.6515,59.32769999999999,60.03960000000001,50.4575,69.1623,52.845600000000005,52.6134,52.5986,61.9605,56.2279,58.21229999999999,57.61729999999999,55.1836,51.3173,50.9871,56.0241,61.6055,56.295100000000005,53.74409999999999,55.9553,63.7533,55.2741,53.0123,47.8564,55.183400000000006,63.155800000000006,74.1686,74.70809999999999,82.9305,89.3815,96.3139,79.48440000000001,84.8442,82.09709999999998,91.4809,75.4724,77.30220000000001,79.30590000000001,91.2439,82.6688,85.36160000000001,94.8627,95.1604,95.2208,95.4181,89.3705,97.1649,94.5913,78.8739,92.7666,79.5416,85.4796,85.3741,82.7399,86.5484,83.32950000000001,86.5094,85.3948,92.3197,73.1722,78.0949,80.3908,91.9653,84.19,82.41250000000001,83.4517,81.8239,83.512,92.3164,114.3918,107.9969,97.0114,117.325,126.4415,128.97310000000002,137.61149999999998,147.73770000000002,138.86350000000002,134.7807,128.5249,143.0703,144.17600000000002,162.3028,152.727,128.3973,154.1455,163.5618,140.58200000000002,114.5197,123.4149,134.3154,113.2063,106.5494,95.1362,90.311
2022-10-03,80.48389999999999,73.5936,58.5836,71.05160000000001,63.8687,61.44019999999999,59.3726,50.468,56.7997,53.16250000000001,53.7789,48.525000000000006,42.1836,46.9895,46.1615,45.4948,56.55589999999999,46.4423,46.5246,55.233,51.30020000000001,47.534300000000016,59.7695,58.03180000000001,48.0292,63.07309999999999,66.2146,73.2424,67.9026,66.52539999999999,81.635,96.1587,91.3913,85.4735,81.1744,94.4176,85.81259999999999,74.0527,86.9533,87.3809,76.0391,82.09790000000001,87.91929999999999,72.6117,86.1664,97.0695,91.729,87.0193,89.1016,89.84479999999999,91.2273,88.89169999999999,87.4857,78.8475,70.27019999999999,81.13060000000002,76.5732,84.22220000000002,88.80979999999998,71.70679999999999,69.7566,67.91869999999999,62.1789,70.15859999999999,72.74449999999999,88.6596,86.94650000000001,81.97659999999999,76.4434,85.1518,104.92435,104.6116,114.7596,114.3198,124.4725,127.0598,120.8524,126.8052,128.9687,148.81269999999998,129.03910000000002,153.2269,152.102,149.6744,134.1178,142.0685,130.6344,133.7552,104.8395,127.4863,112.055,96.1222,96.0091,80.71,78.0516,70.37610000000001
2022-10-04,57.4501,63.5335,59.2385,52.5574,51.636300000000006,60.34870000000001,54.7485,54.5555,44.407,49.2727,47.4152,46.3086,54.8103,44.967300000000016,54.3016,52.8135,59.5716,52.9177,48.7828,52.6631,44.4418,47.9309,52.4448,57.9893,51.3792,60.476900000000015,61.12980000000001,61.184000000000005,63.64130000000001,69.9406,82.57390000000001,89.9522,88.6963,71.70259999999999,76.17989999999999,64.7378,80.0911,68.8314,68.65419999999999,94.3686,87.3653,77.91460000000001,76.6314,91.8992,79.8074,90.1242,85.9613,83.5984,85.5267,79.8843,88.9309,88.2337,79.9322,75.7776,78.73400000000001,81.4001,70.48910000000001,76.3933,80.6415,81.9109,75.01490000000001,72.0696,74.745,66.38419999999999,65.93539999999999,76.9746,66.5045,79.411,76.7521,90.1045,70.3784,88.74080000000001,97.4777,111.5812,129.932025,118.60145,136.489775,146.9083,148.83615,168.409,150.4098,158.0005,168.23669999999998,139.5344,156.19420000000002,143.9909,124.3458,130.9466,111.3873,106.4769,113.4906,89.7878,95.9974,76.127,77.8421,81.9055
2022-10-05,65.28399999999999,52.012600000000006,48.77579999999999,59.6753,38.5983,36.3439,40.7336,45.29699999999998,43.1924,40.2095,38.1056,36.2735,39.057,35.4825,39.116,44.673,41.9012,51.0383,36.269,48.7302,44.4079,46.16560000000001,51.10330000000001,52.282,50.16929999999999,60.8581,66.6847,76.4499,64.8388,78.18960000000001,87.7796,85.0523,77.19579999999999,88.71490000000001,94.4494,88.93299999999999,64.13619999999999,70.7885,75.3911,98.0537,81.84450000000001,78.1286,81.1548,88.1778,79.23920000000001,75.3308,87.5526,88.78559999999999,85.9552,88.5849,94.9626,80.4386,80.4767,82.15239999999999,81.45519999999999,75.1637,81.5201,70.50519999999999,67.9336,72.1008,82.9425,68.4113,62.96079999999999,73.1716,72.1336,70.7542,78.2842,73.4444,85.67599999999999,88.03920000000001,99.139,100.7909,114.6725,112.484,129.3135,132.1576,120.5499,132.5494,145.6728,147.6397,163.4289,161.5719,178.5856,160.2569,160.1523,157.6875,133.7227,111.6037,124.2228,111.605,108.223,115.175,96.2377,121.4934,94.6997,98.2859
2022-10-06,82.7075,76.707,78.01159999999999,84.6316,71.4052,66.5789,63.07489999999999,57.81259999999999,56.6947,43.24250000000001,40.734,46.4338,38.996500000000005,36.6745,40.6899,42.2458,36.169,40.5202,40.2713,49.2824,44.239,50.8553,59.2743,50.7919,58.3267,59.7701,67.37830000000001,61.330000000000005,80.63109999999999,97.3535,78.9975,94.3715,83.21170000000001,96.8244,88.0362,96.5227,75.6393,100.0441,74.4471,78.8497,66.67790000000001,79.6889,94.4412,87.1667,86.2362,90.7273,87.0572,86.813,76.63180000000001,82.7644,91.8718,103.7378,93.3624,90.1991,83.7563,79.3249,87.19510000000001,77.4461,81.3642,66.727,78.0995,75.9723,70.2139,82.90520000000001,74.83709999999999,84.0524,78.8626,77.7238,91.9637,82.2153,92.36553333333332,102.62416666666668,125.6324,133.0612,153.652,172.04559999999998,156.31699999999998,145.08429999999998,139.43710000000002,144.6849,148.42870000000002,158.4998,166.6466,183.3869,182.5779,168.1122,147.8698,150.0595,140.79340000000002,136.2505,130.61399999999998,124.085,100.0959,103.465,84.3087,90.609
2022-10-07,88.2089,73.7102,59.44420000000001,68.7639,54.95599999999999,69.6882,49.471,51.0355,43.8096,52.7697,40.5591,42.8626,43.0235,44.5615,55.5165,49.2614,49.448,48.2482,47.04359999999999,51.03910000000001,45.4983,45.4984,50.6121,53.5875,60.5325,66.43029999999999,85.771,81.0711,86.0211,77.66949999999999,74.50019999999999,88.14359999999999,86.81269999999999,87.6232,98.7501,91.6982,78.8771,92.9297,85.0504,83.13,88.3276,116.4626,88.0593,74.6373,68.9235,79.6254,107.1475,76.7361,84.8779,92.4995,87.6431,93.0137,109.8208,94.4329,99.4423,82.1912,89.23960000000001,75.9201,64.51769999999999,73.0912,72.13000000000001,75.3649,74.8967,74.0838,72.5611,72.512,69.6367,81.72970000000001,75.7009,83.6519,78.74440000000001,99.7319,117.8206,131.6679,134.6183,172.68945,165.7355,171.265,187.2192,169.1898,174.13850000000002,176.2096,160.6507,156.88479999999998,171.90159999999997,174.9388,194.2935,158.8475,157.0075,161.36649999999997,157.0617,126.5173,93.3965,76.34049999999999,90.1937,75.70909999999999
2022-10-08,62.4785,61.133100000000006,67.634,69.3081,66.612,50.1675,56.4609,50.98409999999999,52.522000000000006,62.8591,60.9919,56.7974,65.5048,54.5229,53.716,56.3919,51.61050000000001,49.082200000000014,44.9324,48.8966,47.9777,52.651500000000006,56.9796,60.606,71.4678,73.54899999999999,78.01979999999999,95.8101,83.7882,93.53715,106.705,101.6423,87.5938,79.0128,98.8515,88.6431,79.0732,96.5638,84.92280000000001,71.5426,77.0656,83.0029,73.61300000000001,80.68310000000001,92.8535,83.9889,82.488,81.9357,78.0433,84.1887,85.627,77.6019,67.92590000000001,74.23440000000001,79.6933,72.0455,85.2494,60.803,74.35969999999999,66.8037,65.3641,69.14280000000001,70.0121,58.7336,68.43769999999999,79.4901,82.1996,77.32249999999999,93.887,97.4572,96.6231,94.8015,108.845,104.8619,134.19879999999998,155.6353,164.4946,154.7756,146.0238,167.94160000000002,181.895,168.78230000000002,169.00772,180.593965,172.11041,146.316755,150.4031,174.4508,161.0235,140.7036,137.4941,132.5675,114.2887,104.5363,79.8433,72.4763
2022-10-09,78.4461,93.7757,88.07639999999999,74.96570000000001,83.07730000000001,68.3184,67.7821,50.4705,53.259,52.1767,48.410900000000005,61.633100000000006,62.159600000000005,54.102699999999984,51.3026,46.7156,56.1993,57.332,52.4394,54.7334,55.330200000000005,53.7818,67.9145,64.434,66.04820000000001,86.66189999999999,85.3382,101.5261,133.3565,99.72620857142856,76.98601714285714,102.1558257142857,95.9758342857143,87.24544285714285,88.92579142857143,85.05384000000001,94.50308857142856,74.52233714285715,89.13268571428571,69.96043428571429,60.63038285714285,60.23983142857142,83.14748,80.0827,83.4198,81.6556,78.81230000000001,79.8912,73.5995,90.8983,78.2654,89.4461,77.0532,62.7838,67.1517,75.41479999999999,67.6414,69.0526,70.8525,76.76270000000001,77.9935,60.9836,66.1123,70.384,68.5582,57.2524,66.0438,73.09579999999998,77.1171,88.66690000000001,80.3626,92.2119,117.58105,131.8198,158.3529,182.7786,158.911,169.1916,163.851,152.6704,172.7606,156.7708,212.53448333333333,174.8781666666667,181.77185,187.46563333333333,197.29911666666663,164.6412,156.69639999999998,139.22039999999998,147.4913,155.3944,136.274,128.64100000000002,91.6701,96.4878
2022-10-10,86.4231,80.1779,74.3763,75.4815,73.6963,64.9455,62.196200000000005,57.66120000000001,67.05480000000001,57.697700000000005,54.308000000000014,52.0065,58.5137,55.8676,62.0959,50.033,57.9637,64.1455,55.0268,62.9718,53.8288,53.2193,59.01669999999999,56.6297,65.4521,80.98910000000001,91.21385,95.0723,127.769,130.69605,107.1317,79.94789999999999,77.2653,84.2022,85.19269999999999,82.3128,83.965,89.6927,82.5219,91.3006,70.1242,69.5535,63.9869,85.5824,77.7892,64.2135,72.9429,66.9932,83.3411,61.168800000000005,67.2978,68.9241,61.37899999999999,61.4797,59.7943,58.50669999999999,50.5865,73.9395,76.7018,74.2439,73.4918,65.2557,64.89939999999999,72.9412,66.2235,59.8057,56.0568,81.2943,82.4016,95.1404,86.1863,89.72363333333332,111.13956666666668,125.8239,132.2362,161.5251,164.135,158.2115,161.7566,152.34050000000002,179.6561,154.15847333333332,165.05073952380954,188.45300571428567,202.46527190476192,223.9475380952381,175.5298042857143,175.1420704761905,157.17433666666665,139.02660285714285,136.26886904761903,138.61113523809524,129.31340142857144,115.27566761904762,115.7879338095238,105.5002
2022-10-11,108.0521,100.4617,86.32300000000001,87.1114,74.8149,72.9836,72.2771,65.2281,59.3494,54.6107,56.1051,58.5265,51.3285,43.6493,44.0093,45.2744,41.915,44.7605,41.8841,41.47830000000001,46.449,46.231300000000005,51.8147,63.7271,60.6293,87.2148,119.2661,113.3735,115.7618,122.249,115.4046,91.9956,99.9957,84.2765,90.7756,92.5679,97.8496,68.5404,65.78219999999999,82.8966,82.8402,74.62159999999999,70.03490000000001,77.9673,76.2901,72.8681,72.03679999999999,70.9998,68.2682,78.6925,63.0737,73.7823,59.6592,75.37790000000001,76.1956,68.62500000000001,67.9855,73.55439999999999,79.11670000000001,78.45429999999999,68.7984,61.7221,62.77406666666667,82.30593333333333,89.2685,80.31395,87.9802,69.51634999999999,83.0914,81.46827499999999,85.65395000000001,92.103825,109.5922,147.56355,167.5963,163.59765000000002,157.4117,170.21315,165.4551,168.44985,187.2063,198.339825,178.84905,184.380175,188.3034,178.19402499999998,178.17295,173.593175,144.1662,148.10717499999998,141.64915000000002,102.893625,116.0051,100.5105,111.7339,99.292
2022-10-12,89.542,76.07152500000001,74.61035000000001,71.867875,66.4113,69.08304999999999,63.9813,71.48134999999999,61.7036,57.801725000000005,63.17175,51.922975,53.6916,62.849675,56.30975,50.536725,54.8971,55.264500000000005,46.3492,53.2575,60.1594,57.52955,57.3597,58.22115,63.9424,80.6488,95.2113,102.5417,135.1191,131.72475,123.14,76.02244999999999,76.9607,99.675725,93.67975,91.884275,66.892,71.859775,73.43085,59.52252500000001,84.463,59.08735,68.8109,77.42475,72.0279,73.376775,85.03285,77.114925,74.4233,78.165925,76.40894999999999,77.14937499999999,71.59140000000001,69.22465,69.4014,70.33835,70.594,72.9742,71.3578,67.784,66.08919999999999,61.398225,71.91054999999999,78.35817499999999,73.312,74.798075,72.98175,65.756625,83.74340000000001,86.89025,87.5713,100.59755,109.8043,134.60615,141.3645,151.84324999999998,152.66389999999998,145.13255,144.1416,142.67445,173.4739,165.30112499999998,166.25895,187.006775,191.4534,182.209575,164.28805,159.705625,164.082,141.730275,141.96365,131.984425,99.6291,86.8238,91.7708,87.882
2022-10-13,79.1247,60.695125,56.486250000000005,53.532575,69.0691,52.3672,54.9058,48.0942,51.2971,58.68004999999999,62.2284,69.10515000000001,65.751,73.186975,61.39795,58.489525,60.2902,57.12094999999999,55.3444,53.53215,68.0486,60.07555,67.86819999999999,60.14025,80.2251,83.809675,87.16385000000001,102.179625,116.3224,119.29715,114.9491,101.06095,99.143,89.2728,100.5507,99.5629,84.2921,85.32085,87.9689,71.77695,72.296,78.982875,72.59115,83.77842500000001,75.1666,85.44355,81.7722,69.11895,78.6212,87.477575,83.84805000000001,76.563925,73.83749999999999,81.192325,72.01635,69.589175,80.48179999999999,70.101675,80.81405,82.16212499999999,68.66159999999999,79.11475,79.87889999999999,68.93995,79.0618,87.118875,63.55595000000001,64.232125,64.1277,89.3289,97.2794,110.9312,129.6275,134.869875,137.36645,157.80862499999998,158.86960000000002,158.646075,161.00235,158.914325,160.6982,171.12675000000002,166.5007,157.79295,158.4948,162.78697499999998,189.60375,197.506625,188.7099,150.908525,138.72525000000002,112.611175,98.052,101.0269,90.1344,85.2631
2022-10-14,70.0144,77.2869,74.98920000000001,59.23480000000001,50.0617,57.68305000000001,60.20429999999999,50.50025000000001,53.16080000000001,39.447125,49.49165,59.915075,51.7225,45.355425,48.66905,47.89727499999999,46.04079999999999,46.69105,44.1452,48.99714999999999,41.869,44.59445,43.598600000000005,63.67855,69.4783,65.116075,89.21905,118.505725,111.7093,131.553475,121.56675,91.362525,97.9363,100.170325,92.59445,76.58897499999999,77.0829,86.355725,76.39765,88.220575,72.7126,62.78242500000001,73.99355000000001,68.872475,80.03139999999999,85.81912499999999,81.49525,80.370475,61.5916,89.7482,82.6215,83.19100000000002,88.3062,85.510825,74.07085000000001,72.499675,79.898,82.887875,67.72595,72.273625,66.472,83.6012,70.22240000000001,72.02250000000001,78.0531,85.2445,77.9758,82.58800000000001,71.78,75.287675,80.03195,101.563625,124.3185,144.56435000000002,130.95850000000002,136.25385,130.77669999999998,131.54954999999998,137.7944,145.14024999999998,156.0738,151.76575000000005,166.5804,171.2351,181.1183,176.860875,216.42575,186.855125,159.9828,150.46575,142.803,136.89135,119.2091,110.2233,89.20479999999999,101.4585
2022-10-15,83.7949,81.966025,71.15305000000001,65.249175,61.5005,66.54842500000001,70.96245,63.67807500000001,57.20230000000001,65.79572499999999,65.29975,68.288675,72.7673,60.916625,64.71985000000001,55.750275,59.10830000000001,51.98755,43.9789,55.64965,60.0449,51.29867500000001,55.14705,52.112125,62.6807,62.517975,64.43615,81.00052500000001,99.7543,104.8575,81.673,113.3286,104.2703,103.451,102.8131,101.1841,85.4246,76.134175,76.44465,89.383625,80.1828,92.756925,93.27075,91.625275,83.7783,85.96805,85.7444,88.14475,96.7521,94.285525,83.98474999999999,86.169375,78.9022,77.435125,80.18605,87.584975,80.9291,71.364975,78.77855000000001,79.654325,87.32189999999999,85.360125,76.69175,78.73507500000001,69.4666,66.0929,71.269,75.78450000000001,97.6113,95.558825,88.49415,108.461775,117.8488,120.2858,142.8232,165.79620000000003,160.1111,154.21915,139.2452,148.69965000000002,145.6943,144.945325,145.53895,177.332075,152.2201,143.97310000000002,154.4218,157.05749999999998,145.1481,109.49125,131.6929,133.36085,117.5988,111.5448,92.8413,86.3673
2022-10-16,72.0839,76.147125,63.36955,58.702375,64.50970000000001,60.08765,64.60480000000001,63.031850000000006,68.4828,54.064975,56.56295,53.56872499999999,57.50170000000001,53.512775000000005,50.62625,50.717125,52.787,51.908974999999984,48.87145,52.810325,50.21,53.00235,52.5907,64.40995000000001,64.07619999999999,60.569975,59.64985,77.130425,72.8585,81.94665,91.5739,100.27035,118.1167,104.571975,100.05805,102.501625,98.4463,93.334675,97.00485,91.392125,92.0242,88.619,81.5663,95.6379,94.6302,77.56522500000001,95.68235,96.073075,109.004,107.150875,94.16785,86.25712499999999,91.0699,94.5797,84.80080000000001,74.2397,86.5103,76.388475,71.62685,75.05542500000001,90.3132,77.838525,73.73595,90.692775,81.5796,89.866675,87.44615,84.721625,96.7589,100.5023,94.3777,109.4902,121.4043,143.6592,163.09220000000002,171.68769999999998,147.0712,173.99075000000002,142.07739999999998,170.34145,164.363,184.37595,183.0603,178.44185000000002,184.9822,176.33157500000002,149.72684999999998,148.74572500000002,137.71099999999998,142.465725,124.15085,114.428675,106.9401,111.5297,101.3398,82.89710000000001
2022-10-17,76.6472,83.994125,85.46775000000001,76.58097500000001,68.3159,64.70615000000001,62.4878,64.91505000000001,65.3475,57.31405,53.99119999999999,50.01625,47.967400000000005,52.79164999999999,45.243200000000016,54.62775,49.9577,45.71035,50.4961,45.92085,49.18460000000001,52.789625,58.25475000000001,60.658675,61.3243,70.69615,94.1547,105.69725,92.8394,114.02255,120.6981,95.41635,97.9958,100.259425,85.15154999999999,85.52487500000001,88.53800000000001,85.69057500000001,80.86335,77.237225,78.17120000000001,73.490325,81.02055,69.26027500000001,89.3609,85.653225,97.78765,88.01927500000001,102.2998,69.019525,87.59064999999998,79.156075,83.6461,67.33042499999999,95.17635,76.850275,78.14189999999999,80.8982,72.3137,70.6901,66.3346,79.41815,63.7013,90.25515,86.47879999999999,85.622125,76.63615,76.318875,79.4223,92.0593,78.5374,75.1854,100.8975,115.845175,145.06645,145.494425,147.7391,141.712325,148.79625,144.11767500000002,151.5898,139.05782499999998,179.19015000000002,172.51657500000002,172.57410000000002,183.3206,178.8633,172.5304,142.4785,125.7369,147.1903,134.15159999999997,118.7431,108.096,92.6462,82.6128
2022-10-18,85.91829999999999,70.22035000000001,62.20339999999999,73.84335,66.9542,74.11659999999999,67.40299999999999,70.4042,64.78980000000001,54.909675,53.74025,58.877325000000006,60.35830000000001,57.212575,54.14745,54.735825,56.9338,62.5818,58.7742,61.9104,61.5834,55.952225000000006,60.45475,62.069275000000005,68.66040000000001,68.347025,97.33995,99.569475,102.639,128.93779999999998,107.8767,97.0483,93.1428,97.402275,95.66445,80.962825,89.1996,82.303575,77.08484999999999,77.385525,69.85839999999999,83.1892,78.1336,81.35409999999999,76.77420000000001,70.3272,86.6212,75.2722,75.7856,84.53135,83.0166,78.80525,68.7989,61.8134,68.2081,75.9192,72.86080000000001,65.99210000000001,78.4426,69.8627,78.7133,74.3751,65.6569,61.88849999999999,66.103,66.88477499999999,64.72535,78.568725,92.6566,94.3713,90.7974,93.4735,113.6299,122.629325,133.63605,157.455275,173.3845,159.76600000000002,176.1785,166.4506,167.2018,166.65625,142.95829999999998,163.20624999999998,203.5848,187.573525,206.58795,168.09257499999998,171.839,160.9501,142.0942,128.5122,109.3645,108.0883,96.3885,95.6187
